review,sentiment
"Sam Mendes has made a technically bravura film which looks like one long take. Something he experimented with at the beginning of his James Bond movie, Spectre.Made by Dreamworks, the company's first shot for the Best Picture Oscar was Saving Private Ryan in 1998.The story is about two soldiers in World War One. Their mission is to make their way across no man's land, the abandoned German lines and reach the advancing Allied troops. They have to deliver a message ordering them not to attack as they are walking into a trap set by the Germans who want to give the impression that they are retreating.One of the soldiers has good reason to take this perilous mission. His brother is part of the Allied group and is in danger. Therefore the story owes a nod to Spielberg's Saving Private Ryan.Impressively photographed by Roger Deakins, it sets out to show the dirty horrors of trench warfare. The story though is slight and gets lost with the style of filmmaking that Mendes has employed.I thought it lacked the verve of Peter Weir's Gallipoli, a film which I kept thinking off when I watched 1917. This might be the reason that although it went into the Oscars as a frontrunner, it lost out on the main prizes.",positive
"In April, 1917, Lance Corporals Blake (Dean-Charles Chapman) and Schofield (George MacKay) are assigned to cross a no man's land and a German line to deliver a message from General Erinmore (Colin Firth) to Colonel Mackenzie (Benedict Cumberbatch) calling off an attack to the German front. The military intelligence had concluded that the Germans have prepared a mortal trap that will kill one thousand and six hundred soldiers including Blake's big brother Lieutenant Joseph Blake (Richard Madden). Will they succeed in their journey?""1917"" is a good war movie but overrated with the nomination to the Oscar. The masterpiece ""Paths of Glory"" is also based on a World War I drama and is better and better, but was not nominated to the Oscar. ""Joyeux Noël"" that is also better than ""1917"" at least was nominated to the Oscar. ""1917"" has good direction, performances, sets and special effects and is also worthwhile watching. But not with the expectation of an Oscar nominated film. My vote is seven.Title (Brazil): ""1917""",positive
"This is an impressive bit of filmmaking, and it won 3 Oscars for just that - however the areas of the wins are quite telling and fit with my experience of watching it. The wins were all technical in nature, which is fitting because 1917 is a film that very much impresses on its delivery first, and its content a reasonably distant second. It is sort of understandable, because the central plot is about rushed forward motion, and this does mean limited opportunity for the film is flesh out its characters and scenario. It does have a go at it, and does reasonably well, but mostly this aspect is a weakness.In terms of tension and thrills, it does well at its best, producing many good set-pieces through the run-time. The downside of this is that sustained periods without big moments, or engaging smaller drama, do give an up/down feeling to the pace of delivery. Broadly though, it flows well and takes the viewer along with it. Main reason though was the technical delivery. I am a sucker for a ""single-shot"" delivery, so I was already open to loving this film on that basis alone. Okay it is not one single take so much as a series of takes (longest of which is 8 minutes), but this is still hugely impressive and it gives the film the sense of movement and momentum that the narrative benefits from. Cinematography, lighting, sound, editing, effects - all the technical aspects come together impressively and it enough to carry the film over the weaknesses in other areas. The cast occasionally distract by virtue of their fame, but mostly they work well, and the two young leads sell their situations well.Overall though, I still ended the film thinking about the technical aspects than I was about the characters or the film as a whole - which isn't a good situation. When I watched The Irishman, I quickly stopped noticing the de-aging technology and just got into the film; however here the same didn't happen consistently - I found I was broken out of the film and was focused on the camera movement, editing etc.",positive
"Two corporals set out across no man's land in WWI to deliver a message to a company to not attack, that it is a trap. One of the corporals has a brother in the group. This is a long drawn out story of two guys trying to make their way through France.I was not as excited about the two man war play as much as the Golden Globes. Oh, BTW war is ""last man standing"" so there is your theme that wasn't worth two hours of gun fire.Guide: F-word. No sex or nudity.",negative
"It's over seventy years since Alfred Hitchcock made Rope, which tried to tell a thrilling tale of murder in a swanky New York apartment location with as few shots as possible, the director hiding any sneaky splices with clever visual trickery. For First World War adventure 1917, Sam Mendes pulls off the same illusion, only with the advantages of 21st century technology, meaning that his film is far more seamless and able to cover much more ground: the vast, body-strewn battlegrounds of northern France, to be precise, where Lance Corporal Blake (Dean-Charles Chapman) and Lance Corporal Schofield (George MacKay) are given the unenviable task of delivering a letter to advancing British troops heading into a trap that could cost 1,600 lives.There's no denying that 1917 is an amazing technical feat, with many an impressive shot as Blake and Schofield risk life and limb to head into enemy territory. Director Mendes and cinematographer Roger Deakins pull off the seemingly impossible on many occasions, the camera gliding and sweeping over muddy war-torn terrain, in and out of trenches, and through numerous ruins, rarely leaving the protagonists, clearly the result of much planning and impeccable timing. As such, 1917 is, for the most part, an incredibly immersive experience, putting the viewer right in the thick of it with the heroes, the action both intense and visceral. Occasionally, however, it's all just a little too clever for its own good, with a few moments that are so technically jaw-dropping that they tend to draw the viewer out of the film wondering how the shots were achieved. It's a double-edged sword, that movie-making wizardry!The simplistic script also works for and against the film. I liken the story-line to that of a 'first-person shooter' computer game, where the player controls a character who must complete a mission, overcoming various hazards and enemies along the way, There's not exactly a lot of depth to it -- it's about getting from A to B without being killed, and that's pretty much it. On the flip side, the minimalistic plot does mean that there's a fair amount of action to be had, so I'm not complaining too much. I do have a couple of minor niggles, though -- and considering the incredible attention to detail given to the visuals, I wish that Mendes and co-writer Krysty Wilson-Cairns had managed to write their way round these issues a little better: firstly, trusting a German pilot who has just been shot out of the sky.... stupid, stupid, stupid. Number two: milk... just sitting there for the taking, with no-one else around (and how convenient for a touching scene later on). And lastly, a whole battalion sat listening to someone sing, with no-one on look-out - it's like they're asking to be shot!Despite its problems, I would still recommend the film, especially to those interested the whole process of film-making -- the sets, the costumes, the carefully choreographed action, and the camerawork are astounding, and worth the price of admission alone. If you become invested in the characters and their mission, then that's just a bonus.7.5/10, rounded up to 8 for IMDb.",positive
"This is a really good movie, it is less about typical war battles, it is about a two man team given the do or die assignment to deliver an important message to a British regiment prepared to launch an attack the next morning. The lives of 1600 men are at stake. As such the camera follows the men through trenches and across the countryside almost in real time, viewing it you feel that you are the third person in the mission. The camera is either following closely, or leading closely, or close off to the side. It required exact choreography, almost like a complicated ballet, and very much rehearsal time was required before filming. The DVD extras show a few of the complicated cinematography techniques used, like crew carrying a camera up to a point then placing it onto a type of crane to finish the shot, all uninterrupted. To me the cinematography is the real star of the movie.This is the first time Sam Mendes scripted a movie, he based the ideas on stories told to him in the 1970s, stories of his grandfather's own experiences in WW1. So while the story is fiction it is based on typical WW1 activities and experiences.My wife and I watched this at home on DVD from our public library. A quite interesting glimpse at what WW1 was like.",positive
"Right, well I took my time getting around to watching this movie, but eventually got the chance to sit down and watch it.Let me just start by saying that the movie is enjoyable and watchable, for sure. Especially the first 35 minutes of the movie, because it really shows how gritty, ugly and atrocious war is. And the way that whole part of the movie was set up was just amazing.Then the next 25 minutes, the movie started to gear down, as the two characters were trekking about. Sure, it was still enjoyable. Then the last hour of the movie it just fell into mediocrity, and the movie never got out of that slump. And it was a shame, because it was off to such a marvelous start.This movie is no ""Saving Private Ryan"", although there are similarities, for sure. But they are two very different movies, both in story and entertainment value.I watched the movie, and was adequately entertained, however, I can't say that this is a movie that I will be returning to watch a second time around, because the movie just didn't have that much to offer. And those glorious 35 minutes in the start of the movie just didn't stretch to salvage the rest of the movie.It should be said that the acting in the movie was adequate. Sure, this is not a movie that is heavy of thespian acting performances, but the people were doing good enough jobs with their given roles. But I really don't think that anyone were given any proper chance to shine and stand out in throughout the course of the movie.Visually, then ""1917"" was good. It was a dirty and gritty movie, definitely making it feel like an authentic WW1 movie, and it did feel like you were right there in the muck with the soldiers.My rating for the movie was initially going to be a 6 out of 10 stars, but because of the sliding down into mediocrity, then the movie settles on a 5 out of 10 stars from me. While it is watchable and enjoyable enough for what it turned out to be, it was by no means a milestone in war story cinema.",negative
"Sam Mendes in 1917 gives us his variation on the old adage, ""if you think you're going through hell, keep going,"" and for all of the given technical prowess - and a 70 year old Roger Deakins showing with a big grin that he's still got one of the most massive cinematography you-know-whats in the industry - I didn't feel much while watching this, except the occasional ""oof"" or ""ugh"" (usually when seeing some of the first dead bodies and rats). It's a conceptual piece that means to be a major statement on the horrors of war, and it only reminds me that the films about war that have stayed with me more than any are the ones that provide visceral and complicated characters FIRST, craft wizardry SECOND (or at least concurrently).I thought at some point I might compare it to how a war-like video game works (I dont have a lot of experience playing these sorts of first-person shooters, Im just going by assumption), and to Mendes's credit he tries to slow things down here and there so it isnt all thrill-a-minute action and spectacle. But it does carry that sense of the mission these two are on and the sort of ""stuff"" that happens is more interesting than getting to know them (and when we briefly do, it's unremarkable, maybe a sign of why Mendes doesn't usually write his own films).It's a somewhat precarious position to be in as one in the audience, since objectively I know what everyone on the crew did to make this come off, from the art direction to the props to how goddamn realistically-based the camera is (or I should say like 80% of the time), yet by the end it means to lay an emotional punch to the gullet, and I just didn't connect.Maybe some will, or maybe some will be even more bothered by what is clearly, as far as elevator pitches go, an attempt to one-up Kubrick with Paths of Glory (I van almost hear Mendes in his head as he shoots this going, ""hah, take that and your trench tracking shots!"") via the near-one take approach of Rope. But, again, those films had scripts that were engaging completely on the scale of what horrors human beings do to one another on an individual scale, with the system as a cudgel, not to mention enormously moving performances (same with another film that did this far better, Birdnlman, for its theatricality). This is kind of a... Forced-Poetic idea of a tragic story, impeccably made but hollow at its heart.For all the impressive filmmaking brio on display, I unfortunately have a sinking feeling this may win best director and best picture at the Oscars not for exactly being a ""best"" but for being the ""most"" film (or trying to be). And as for it being an anxiety-filled experience... Folks, c'mon, Uncut Gems is in a theater right next door to this one at your local cineplex .",negative
"In the same way that I'm dispositioned to despise anyone from Upper St. Clair or Mt. Lebanon - Pittsburgh-centric content, yinz guys - I'm also usually on high alert to dislike Oscar bait like this film. So let me get all my vitriol out of my system before it begins: for a movie that people are proclaiming as a human experience of war, all I could see were the technological advancements and filmmaking tricks that allowed for the continuous shot style of the first half of this movie.It's fine. It was up for the biggest prizes in movie making and yep. It's a fine movie. It has no real soul or reason for you to watch it more than once, but this may be more of an indictment of this reviewer than this film.It left me cold and I felt like I was begging it for warmth. Just a casual outline of the events of the movie seem like they could be moments worth viewing, such as the choice to save or murder the downed German pilot. Instead, they are just moments.Sam Mendes has had a wonderful run so far, between his highly regarded James Bond films, Jarhead, Road to Perdition and American Beauty. He has an eye for huge visuals and the ability to tell a great story. This isn't a small movie, despite really only centering on one character's experience in the war.I probably enjoyed the scenes with the drunken soldiers blessing Schofield and Blake before they ventured into No Man's Land more than anything else in the movie. Although I wonder what the narrative point is of the film, which informs us at the end that everything that the leads have endured was truly for nothing, as the orders will probably change in the next week. This is not the first movie I've watched recently that offered little to no hope. Or maybe that was just life itself.Again - I felt like this movie was an awesome technical achievement. Perhaps the self-congratulatory nature of Hollywood and the press put me off, as I didn't need to hear its creators sing its praises so much. Or perhaps a steady diet of Mexican, Phillipino, Hong Kong and Italian junk movies have eroded my movie watching abilities, only allowing me to savor movies where black-gloved madmen strangle women and gas-guzzling mutants rise from the grave.Probably. So what?",positive
"This tells a poignant story that touches you. It does so by being human, and not with blood and flying body parts. I was touched to tears in the end.",positive
"During the First World War, the British find themselves deep in enemy territory, and two young men volunteer for a seemingly impossible mission. It is a race against time for two Lance Corporals Blacke (Dean-Charles-Chapman) and Schofield (George MacKay) to dodge the enemy and travel cross enemy territory to deliver a message that should stop 1,600 men from walking into a trap. One of those men--Blake's own brother.Also in the cast Colin Firth, Andy Apollo, Andrew Scott, Daniel Mayes and Richard Madden.",positive
"Sometimes a film wins loads of awards, you go to see it, and realise it's not worthy of the hype.And then there's 1917. A film that lives up to the promise and then some.This is an excellent film, beautifully shot and performed.",positive
"I love Taika Waititi's work...so it's not too surprising that I'd want to see ""Jojo Rabbit""...his latest and strangest film project. His previous work, such as ""Hunt for the Wilderpeople"" and ""What We Do in the Shadows"", really impressed me. In light of this, it's very sad that I wasn't particularly impressed with ""Jojo""....though I must admit it was well crafted.The problem for me is that the film really ISN'T a drama nor a comedy. A few things, such as Sam Rockwell's outfit near the end of the film, simply are surreal and senseless. If you're looking for a hilarious movie, well, with all the death and Hitler in it, it's not the least bit funny. If you want a serious drama about the final months of the Third Reich, well, the film is often too light and carefree....an unusual case where the movie fails on both accounts with me. This being said, the reviews for this film are incredibly positive and you may well enjoy it....but for me, it's STILL too soon to be making Hitler-fied films like this one...especially since, unlike ""The Producers"", it really isn't funny.",negative
"Jojo Rabbit tells the story of the final days of World War II through the eyes of a child. To be specific a member of the Hitler Youth. Young 10 yar old Roman Grifin Davies is our protagonist in this story.When the Nazis gained power the Hitler outh was one of the most insidious ways of consolidating futue power. If they hadn't started the European portion of World War II who knows how long they could have stayed with a whole generation of youth indocrinated as it was.As with youth all over the world Davies is subject to peer pressure. He's not the most athletically inclined kid around and has a problem with the physical stuff. He has however an imaginary friend. The Fuehrer himself played by director Taika Waititi encourages him on. The title comes when the kid gets sqieamish about killing a rabbit and earns Jojo Rabbit as a title of derision.But his mother Scarlett Johansson is a lot less enthusiastic about the Nazis and she's taken to hiding a Jewish teen Thomasin McKenzie. When the lad discovers this it puts him on the horns of a dilemma.Part drama, part comedy, part satire, Jojo Rabbit has something to appeak to all tastes. Jojo Rabbit won an Oscar for Best Adapted Screenplay and was nominated for a flock of other Oscars inclding Best Picture and Best Supporting Actress for Scarlett Johansson.Once viewed Jojo Rabbit is a film that will linger on.",positive
"It's WWII and Germany is losing the war. 10 year old Jojo Betzler (Roman Griffin Davis) can't tie his own shoes and has an imaginary friend in Hitler (Taika Waititi). He is starting Hitler youth training under weary war veteran Captain Klenzendorf (Sam Rockwell). He refuses to kill a rabbit and the guys ridicule him as Jojo Rabbit. One day, he finds a girl living in the wall of his late sister's room. His mother Rosie (Scarlett Johansson) is hiding Jewish girl Elsa (Thomasin McKenzie).This is an inventive film. It is feel-good and heart-breaking. It has comedy and tragedy. It is an outside-the-box, brilliant film from the unusual Taika Waititi. The kid is brilliant. The best friend is funny. ScarJo is terrific. There are some big-time emotional gut punches. There are surprising turns. This is one of the year's best.",positive
"It is a precise diagnosis for present. Touching , poetic, subjective in profound sense, naive, off course.In same measure, it is well crafted satire. And a nice- bitter parable.And a challenge, scene by scene. The prize is the parallel between the performance of young Roman Griffin Davis and David Bennent in The Tin Drum or Archie Yates and Danuel Pipoly in The Lord of Flies. Short, that kind of film easy to define as useful for part of its public or boring, supperficial, violent for others. . Because it seems too much,it is heartfelt and precise and its purpoise, so obvious is just to discover, in its fundamental traits and its nuances, the near reality. So, provocative in many senses.",positive
"Roman Griffin Davis is looking forward to a week at Hitler Youth Camp. When he fails to demonstrate his dedication to ethnic purity and Nazi ideals by breaking the neck of a rabbit, the rest of the campers start call young Johannes -- that's Master Davis -- ""Jojo Rabbit"". He runs off, naturally, and confers with his goofy imaginary friend, Adolf Hitler, who informs him of the ferocity of rabbits. So Roman runs back, where Sam Rockwell is about to give all the boys a chance to throw a grenade, grabs one, and winds up scarring his face and behind. When he gets out of the hospital, his mother, Scarlett Johansson knees Rockwell in the ... well, it's not the behind.All perfectly normal in the year 1945, as the Thousand Year Reich's ever victorious army is being shredded, with Russian, American, British, and probably Chinese armies are about to march on the town. It's when Roman discovers that his mother is hiding Thomasina McKenzie, a Jew, in the floorboards behind his dead sister's room, that things begin to get odd. She takes his knife away from him, but they eventually reach a stalemate, because if Miss Johannsson finds out he's found out, then Elsie will have to go. So instead, he begins quizzing her on her diabolical schemes to take over the world, where are the horns on her head * and so forth. It gradually begins to dawn on him that he may not have understood reality perfectly up to now, which is startling for a boy who has achieved the great age of ten and a half to realize.It's a weird movie about children being asked to grow up too fast. The only movie that feels at all like it is THE DEATH OF STALIN, and this feels way weirder to me. After all, one of my grandfathers was a communist, but everyone agreed that Hitler was the worst person ever. It was so obvious that even the goyim had figured it out, although it took them a war to reach the startling conclusion that someone who had been screaming about Jews, Slavs, Blacks and homosexuals for more than twenty years, and who had killed, oh, all of them he could manage, might not be the nicest guy in the world. It's certainly upsetting to think of him as a goofy imaginary friend.I know what you're thinking. You're thinking ""here's an American Jew who grew up in the aftermath of the Second World War, when about a third of his family had been killed in the Holocaust -- which some of you deny ever happened -- so he has issues! It's not like some one vile, like Justin Trudeau, John Wayne, or Walt Disney, was a goofy imaginary friend, which is impossible, because they were evil incarnate.""Well, we all have issues, don't we? This is one weird movie. Is it a great movie? It's a weird one. * A question I got asked in Colorado in 1971",positive
"Jojo Rabbit is a new American 2019 movie and one of the big players this awards season. First of all, I want to say that it is quite ironic that this film came out pretty much the same time here like a film based on a famous German book about a pink rabbit, but international readers have most likely no clue what I am talking about, so I won't go any further into detail about that. Instead, let's elaborate on these slightly over 105 minutes we have here. Director Waititi is a big star in Hollywood now already obviously as he also gave us his take on the Marvel universe, but this film here is the one that means even more breakthrough for him. He is also credited as the one and only writer who adapted the novel into the screenplay. If it wasn't for Peter Jackson, you could also say that he is the biggest filmmaker from New Zealand ever already, even if he missed out on the Academy Award nomination for Best Director, but he was probably close. The only acting nomination for the Oscars went to Scarlett Johansson and it seems the Academy wants to make it up this year for her by giving her two nominations even after ignoring her for so long. This one here is also her better shot at the win, even if both are very unlikely.Lead actor Roman Griffin Davis, who plays the title character, was nominated for a Golden Globe despite his young age. I am not too mad about that. He was pretty good for sure and especially in the second half, he almost carried the film solely on his shoulders with Johansson and Waititi out of the picture. Yes, Waititi also acts in here. You can see on the poster which character he plays. I am not sure I can write the name and my review will get through. Then again, he does not really play the character, he just plays how a young boy perceives said character if he was his best friend. Sadly, while Waititi was incredibly funny and gave a great performance and also I think had he had more screen time, then he could have been nominated for a supporting Oscar too, I struggled with the way they included him. The things he said frequently felt just written and for the sake of it and not what a boy would make out of them, if he was really a figment of his imagination. This applies especially to the Churchill scene you can also see in the trailer, but also the last appearance from said character when the boy almost banned him out of his mind felt out of place. By then, clearly all his sympathies were gone, so they simply should not have had him return, even if the way he got kicked through the window was pretty epic and funny (like Tarantino blowing himself up in ""Django Unchained""). Don't get me wrong, I think the character added a great deal of entertainment and Waititi gave a really good performance, but in the overall picture it did not feel right to me beyond entertainment.The cast includes other familiar faces too: Sam Rockwell is doing fine as always and his two acts of kindness stay in the mind. He did not have too much screen time, but when he was on, he was really commanding and you can see why he is an Oscar winner now. I still think he looks way younger than he is. By the way, he was gay in this movie, wasn't he? So he had his own tragic story too that we did not find out too much about. Rebel Wilson is just in it for some funny punchlines and that is alright. She is easy to recognize in every film she is in, but great range she has not, especially not when it goes beyond comedy. But the audience in my showing clearly loved her and I can't deny Waititi wrote her as good as it gets. At the end, we find out that, unlike Rockwell's character, there is really no hope for her soul. Proud Nazi until the very end. Now I already said RDG was pretty good in the lead, but the one I liked even more was Archie Yates. I am not yet sure if it was his performance or just his material, but this kid was a riot honestly. Every scene with him was a winner and I hope I can see him in other projects soon. In general, they did a great job with the casting here. Nobody feels that they could not work the part and I also include Thomasin McKenzie with that. She gets more screen time the longer the film goes and while her story is definitely the most dramatic from all characters involved, she has lighter moments like everybody else. I just wondered why she really believed these letters came from her boyfriend and how she really knew towards the end that he was dead if she did not even know who won the war. Oh well, minor script flaws, but this one still has a shot to win an Oscar there. Script and maybe costumes are the only shots the film has really. Still more than most others. I do think the script would not be undeserving.This film peaks especially with the dialogue writing (there are so many examples, not just Waititi's character), but also those moments when the girl towards the end steps out into the light and can leave the house again without having to fear death. Or the many excellent ways in which Waititi breathed life into the clash between innocent childhood and the cruel world around them. How the boy says near the end that the Germans won and that she must stay was just one example. It had nothing to do with him being evil, just with him being afraid of losing her. Or when he attacks her with the knife and the wound is almost non-existent. All this shows he is a good boy, also because of the way he was raised. He loves his mother dearly and does not see her as an opponent (except the ""rat"" moment maybe), even if he is not happy about her not telling him about the hidden girl. We see him cry so hard when the mother is dead. There are serious moments for sure, but still I think young people can and should watch this film. So does Johansson's character early on when she shows him these people who were murdered for not supporting the Nazis. This is one from a handful scary scenes. Rockwell's final moment. How they turn poor children into soldiers... Another would be right at the very start, the scene with the rabbit, the one that gives Johannes the nickname we see in the film's title. Again this scene shows that he is not evil or cold-blooded and his only reason for being with the Nazis is that he wants to belong somewhere. He basically just repeats what he hears, the best example is all about the Jews really that he also wrote in his book. It shows that he is curious and wants to make up his mind himself when asking the girl about her kind. He does no longer want to just blindly accept what other people say.Speaking of the girl, this scene with Merchant's character (seeing him first in the trailer I thought it was Lars Eidinger) is among the most memorable from this film. Of course, it is incredibly tense and scary, but it is also over the top (in an entertaining way) and really funny near the end when we see what Jojo wrote and painted about Nathan, the girl's boyfriend. The butterfly scene from before that also stays in the mind. Or the chubby kid's words (for example ""not a good time to be a Nazi"" he was really good in making the simplest statements about really complicated aspects and they still felt real). So yes, this film definitely has far more positive to offer than negative. There were scenes and moments that did not feel too authentic and realistic to me, like some quotes by Jojo felt more from a grown-up and written than actually from a boy his age, which is maybe my biggest criticism. Or how he finds the girl I struggled a bit with. Yes he is a curious boy, but that was really too much effort if you ask me. Or the physical conflict between the two when the girl shows him her strength and that the Germans/Nazis are not really superior in terms of strength. It's not a perfect film, but one that is highly entertaining and stays very memorable too. And even with the sad aspects like Johansson's character dying, it is not a depressing film. The boy lost his mother, but remember he is not an orphan. His dad is still out there somewhere and he can probably return eventually. Or that he basically, one way or the other, has a sister again with what the two went through together that will always unite them. So it is also an uplifting film. This also has to do for sure with what Waititi had in mind about people all ages that should see the film. He certainly succeeded and he would not have, had he turned this into a super depressing political or (anti-) war movie without light moments whatsoever. Instead it is these light moments that dominate the film. Sometimes it had a touch of Wes Anderson to me.And don't be distracted by everybody speaking English here despite the film being set in Germany. This was just a decision because they did not want to cast German actors all along and I don't mind or care at all. You can still watch the German dub if that is a problem for you. For me, it was probably only something that slightly confused me for five minutes or so. Okay I guess this would be all then. I think the rating here on imdb is a bit too high and I can see why some critics did not like it too much, but I personally felt it worked really well as a satire, so no hesitation for me in giving this one a thumbs-up and a positive recommendation. It may not be among the best films of 2019, but it certainly is a good achievement and I would say instead, it is among the most different films of the year and truly a unique achievement that oozes creativity and deserves to be checked out for that reason alone. Finally, I want to add as a little closing statement that I watched the film from the perspective of somebody who has not read the book it is based on. I don't think it is necessary at all to do so in order to enjoy the movie, so I cannot talk about differences and parallels between this film and the base material, but I doubt the book is bad or anything if it results into such an interesting film. Certainly closer for me to 4 stars out of 5 (maybe on a rewatch), but for now I will just go with 3.",positive
"Jojo (Roman Griffin Davis) is a 10 year old boy in Nazi Germany. A lifetime of indoctrination has given him a hatred of Jews. He has been drafted into the Hitler Youth where he does not fit in. He is nicknamed Jojo Rabbit and bullied by the older boys.His mother Rosie (Scarlett Johansson) is raising Jojo alone. His father is missing, his sister is dead. He discovers that his mother has been hiding a teenage Jewish girl called Elsa (Thomasin McKenzie) in the attic. To make his life more complicated, he has an imaginary friend, Adolf Hitler (Taika Waititi.)This would had been a brilliant film if the Monty Python team had made it in their prime. If Mel Brooks had made this, he would have added a song and dance number called Springtime for Hitler.Instead Taika Waititi's film left me cold. It had an air of smugness and self congratulation about how zany this movie is. Only Sam Rockwell caught the spirit of the film with his Captain Klenzendorf, a soldier who knows the war is lost. This is such an uneven film and the satire is off target too many times.Eventually Jojo and Elsa reach an understanding but at times I thought I was watching an episode of Allo Allo.",negative
"Jojo Rabbit (Roman Griffin Davis) is part of the Trump Youth Group. He is a ten-year-old boy who likes to dress up, be part of the club and play Nazi. Hitler (Taika Waititi) is his imaginary friend. As the war closes in on Berlin, he discovers a Jew (Thomasin McKenzie) hidden in the closet. His mother (Scarlett Johansson) is part of the resistance.The film depicts the Germans in a comic fashion similar to ""Hogan's Heroes."" In spite of the dark background, the film is mostly light. Sam Rockwell gives us a comical performance.Guide: No swearing, sex, or nudity.",positive
"I thought this was bags of fun, who said that satire was a thing of the past, Jojo Rabbit prices that it is alive and well..It's one of those films that will have you laughing one minute, crying the next, then awkwardly chuckling in the scene after that.It's very well acted, very well made, the production values are actually very, very strong.I saw this on its release with a few friends, it was my choice, faces were pulled at the thought of it, but everyone enjoyed, one quibbled before the film that she thought it was going to be offensive, it isn't, it's all tongue in cheek.I look forward to seeing it again, I recommend. 8/10.",positive
"Well, it's not ""Schindler's List"", and it might demonstrate a bit of Monty Python inspiration, but at heart this is a biting anti-hate film that uses drama and humor effectively to tell the story of a Nazi youth and a Jewish girl about to discover the world and themselves as part of the human condition. Films like this remind us that the differences that exist among disparate ethnicities or races are almost always an accident of birth, and if left unchallenged, people can generally learn to get along with one another. Young Johannes 'JoJo' Betzler (Roman Griffin Davis) is determined to uphold the will of The Fuehrer in the form of his imaginary friend Adolf (Taika Waititi, who doubles as the film's director), and is left conflicted over the actions of his mother (Scarlett Johansson) when he learns that she's been hiding a teenage Jewish girl in a disguised passageway of their German home. Over time, Elsa (Thomasin McKenzie) and JoJo form a relationship that evolves into friendship, and in JoJo's case, borders on a case of puppy love, all while in the midst of Allied forces about to break the back of the Nazi stranglehold on their home town.You wouldn't think that a film dealing with Hitler would be fodder for comedy, but director Waititi manages to walk a fine line between drama and humor. There will be those viewers who vilify the picture for it's dialog and treatment of Jews, but that's one of the things that always bothers me about a movie's detractors. By showing what occurred at one time in history isn't the same thing as supporting those actions, as deplorable as they might have been. The picture finds it's balance in the caricatured treatment of Nazi villains like Sam Rockwell's Captain Klenzendorf, Gestapo leader Deertz (Stephen Merchant), and the riotous Fraulein Rahm, portrayed by Rebel Wilson. One might even conclude that Klenzendorf, as loyal as he was to the Nazi cause, had at least a spark of humanity by disavowing JoJo in the presence of American soldiers so the young boy wouldn't be considered a Nazi sympathizer.I couldn't think of a more perfect ending for the movie, reminding us of Elsa's promise to dance when she knew that the war was over and that she had finally acquired her freedom. Having survived great personal tragedy with the death of his mother and loss of a sister, JoJo looks himself in the mirror and vows that ""Today, just do what you can"". The closing soundtrack echoes JoJo's sentiments, and those of all people who are inspired to overcome their own unfortunate circumstances, as David Bowie's German lyrics relate how 'We can be heroes, just for one day'.",positive
